CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members
U99999KA1995PTC115948,SERVTECH SYSTEMS INDIA PRIVATE LIMITED,Active,RoC-Bangalore,115948,Company limited by Shares,Non-govt company,Private,19 May 1995,"26 years, 10 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999KA2001PTC041703,CHEM-TREND CHEMICALS COMPANY PRIVATE LIMITED,Active,RoC-Bangalore,41703,Company limited by Shares,Non-govt company,Private,25 June 2001,"20 years, 8 month, 29 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",10000
U99999KA2006PTC038200,HEJJALA CONSTRUCTIONS PRIVATE LIMITED,Strike Off,RoC-Bangalore,38200,Company limited by Shares,Non-govt company,Private,10 January 2006,"16 years, 2 month, 14 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
L99999RJ1985PLC046460,CHAMBAL BREWERIES AND DISTILLERIES LIMITED,Active,RoC-Jaipur,46460,Company limited by Shares,Non-govt company,Public,28 March 1985,"36 years, 11 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999RJ1970PTC024216,GRACE EXHIBITORS AND AGENCIES PVT LTD,Active,RoC-Jaipur,24216,Company limited by Shares,Non-govt company,Private,27 November 1970,"51 years, 3 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",6
U99999RJ1983PLC054855,RAGHUVAR (INDIA) LTD,Active,RoC-Jaipur,54855,Company limited by Shares,Non-govt company,Public,19 March 1983,"39 years, 0 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999RJ1993PTC025360,BORODRILL COMMERCIAL COMPANY PVT.LTD.,Active,RoC-Jaipur,25360,Company limited by Shares,Non-govt company,Private,11 March 1993,"29 years, 0 month, 13 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999RJ1993PTC035285,H.K. FINANCIERS PVT. LTD.,Active,RoC-Jaipur,35285,Company limited by Shares,Non-govt company,Private,10 March 1993,"29 years, 0 month, 14 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999RJ1997PTC048793,MYSTIC EXPEDITIONS AND TOURS PRIVATE LIMITED,Active,RoC-Jaipur,48793,Company limited by Shares,Non-govt company,Private,12 September 1997,"24 years, 6 month, 12 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999RJ1998PTC027849,RM RESORTS PVT. LTD.,Active,RoC-Jaipur,27849,Company limited by Shares,Non-govt company,Private,03 August 1998,"23 years, 7 month, 21 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99000MP2017PTC042618,KUSUM BUILDERS AND DEVELOPERS PRIVATE LIMITED,Active,RoC-Gwalior,42618,Company limited by Shares,Non-govt company,Private,13 February 2017,"5 years, 1 month, 11 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99000MP2017PTC043728,ACHARYA RAJENDRA HEALTH SERVICES PRIVATE LIMITED,Active,RoC-Gwalior,43728,Company limited by Shares,Non-govt company,Private,13 July 2017,"4 years, 8 month, 11 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99999MP1949PTC021418,J.B.PATEL (BOMBAY) PRIVATE LIMITED,Active,RoC-Gwalior,21418,Company limited by Shares,Non-govt company,Private,06 June 1949,"72 years, 9 month, 18 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MP1993PTC019207,ARPIT PACKAGING PRIVATE LIMITED,Active,RoC-Gwalior,19207,Company limited by Shares,Non-govt company,Private,30 March 1993,"28 years, 11 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MP1994PTC033500,SHREE JALARAM METALS PRIVATE LIMITED,Active,RoC-Gwalior,33500,Company limited by Shares,Non-govt company,Private,11 August 1994,"27 years, 7 month, 13 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MP1995OPC024931,DEVENDRA FINLEASE PRIVATE LIMITED(OPC),Active,RoC-Gwalior,24931,Company limited by Shares,Non-govt company,Private(One Person Company),04 April 1995,"26 years, 11 month, 20 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MP1995PLC022647,PANAJI FINANCE LIMITED,Active,RoC-Gwalior,22647,Company limited by Shares,Non-govt company,Public,11 October 1995,"26 years, 5 month, 13 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
L99999UR1993PLC032518,UTTAM SUGAR MILLS LIMITED,Active,RoC-Uttarakhand,32518,Company limited by Shares,Non-govt company,Public,04 October 1993,"28 years, 5 month, 20 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",32
U99000UR2016PTC001873,HARIDWAR INTERNET SOLUTION PRIVATE LIMITED,Active,RoC-Uttarakhand,1873,Company limited by Shares,Non-govt company,Private,13 January 2016,"6 years, 2 month, 11 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99999UR1928NPL002455,INDIAN PUBLIC SCHOOLS SOCIETY,Active,RoC-Uttarakhand,2455,Company Limited by Guarantee,Non-govt company,Public,23 March 1928,"94 years, 0 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",200
U99999AS2006PTC010536,GAJANAND VINIMAY PVT LTD,Active,RoC-Shillong,10536,Company limited by Shares,Non-govt company,Private,16 February 2006,"16 years, 1 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999JH1992PTC004822,AKSHAYA TECHNOLOGIES PVT LTD,Active,RoC-Jharkhand,4822,Company limited by Shares,Non-govt company,Private,11 March 1992,"30 years, 0 month, 13 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999JH2001PTC012830,SUVARNAREKHA DISTILLERIES PRIVATE LIMITED,Active,RoC-Jharkhand,12830,Company limited by Shares,Non-govt company,Private,28 December 2001,"20 years, 2 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
L99999TN1987PLC082730,TRINETRA CEMENT LIMITED,Active,RoC-Chennai,82730,Company limited by Shares,Non-govt company,Public,12 March 1987,"35 years, 0 month, 12 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99000TN1989NPL016779,INDO-AUSTRALIAN CHAMBER OF COMMERCE,Active,RoC-Chennai,16779,Company Limited by Guarantee,Non-govt company,Public,24 January 1989,"33 years, 2 month, 0 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",454
U99000TN1992NPL022201,MAC SPIN FOUNDATION,Active,RoC-Chennai,22201,Company limited by Shares,Non-govt company,Public,18 February 1992,"30 years, 1 month, 6 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99000TN1994PLC027437,SPORTING PASTIME INDIA LIMITED,Active,RoC-Chennai,27437,Company limited by Shares,Non-govt company,Public,02 May 1994,"27 years, 10 month, 22 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99000TN2017PTC116575,SABTECH ENGINEERING SERVICES PRIVATE LIMITED,Active,RoC-Chennai,116575,Company limited by Shares,Non-govt company,Private,17 May 2017,"4 years, 10 month, 7 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99000TN2018PTC125333,RICHANDROYAL ESTABLISHMENT PRIVATE LIMITED,Active,RoC-Chennai,125333,Company limited by Shares,Non-govt company,Private,18 October 2018,"3 years, 5 month, 6 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99000TZ1994PTC004823,RR INTERNATIONAL PRIVATE LIMITED,Active,RoC-Coimbatore,4823,Company limited by Shares,Non-govt company,Private,02 February 1994,"28 years, 1 month, 22 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99000TZ2016PTC028201,AJANTHAA E-WORLD PRIVATE LIMITED,Active,RoC-Coimbatore,28201,Company limited by Shares,Non-govt company,Private,25 November 2016,"5 years, 3 month, 29 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99999TN1925PLC001605,THE MAHALAKSHMI TEXTILE MILLS LIMITED,Active,RoC-Chennai,1605,Company limited by Shares,Non-govt company,Public,14 September 1925,"96 years, 6 month, 10 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",2
U99999TN1929PTC069414,UPPER INDIA TRADING COMPANY LIMITED,Active,RoC-Chennai,69414,Company limited by Shares,Non-govt company,Public,15 October 1929,"92 years, 5 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999TN1952PTC002064,PILOT PEN COMPANY (INDIA) PRIVATE LIMITED,Active,RoC-Chennai,2064,Company limited by Shares,Non-govt company,Private,21 July 1952,"69 years, 8 month, 3 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999TN1975PTC006949,TAMILNADU DISTILLERY INDUSTRIAL ALCOHOL PVT.LTD.,Active,RoC-Chennai,6949,Company limited by Shares,Non-govt company,Private,28 July 1975,"46 years, 7 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999TN1978SGC007660,OVERSEAS MANPOWER CORPORATION LIMITED,Active,RoC-Chennai,7660,Company limited by Shares,State Govt company,Private,30 November 1978,"43 years, 3 month, 24 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999TN1979PTC007775,BETTER TRADE PRIVATE LIMITED,Active,RoC-Chennai,7775,Company limited by Shares,Non-govt company,Private,28 March 1979,"42 years, 11 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999TN1984PTC063110,VANTAGE ADVERTISING PRIVATE LIMITED,Active,RoC-Chennai,63110,Company limited by Shares,Non-govt company,Private,12 September 1984,"37 years, 6 month, 12 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999TN1984PTC078044,VDR AND COMPANY NYLONS PVT LTD,Active,RoC-Chennai,78044,Company limited by Shares,Non-govt company,Private,16 November 1984,"37 years, 4 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999TN1992PLC037594,CITREX PRODUCTS LIMITED,Active,RoC-Chennai,37594,Company limited by Shares,Non-govt company,Public,13 February 1992,"30 years, 1 month, 11 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999TZ1935PLC017230,THE COIMBATORE MURUGAN MILLS LIMITED,Active,RoC-Coimbatore,17230,Company limited by Shares,Non-govt company,Public,09 February 1935,"87 years, 1 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
L99999DL1972PLC161883,UJJWAL LIMITED,Active,RoC-Delhi,161883,Company limited by Shares,Non-govt company,Public,16 May 1972,"49 years, 10 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
L99999DL1984PLC018070,ANK LEASING AND FINANCE LTD,Active,RoC-Delhi,18070,Company limited by Shares,Non-govt company,Public,30 April 1984,"37 years, 10 month, 24 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
L99999DL1984PLC019052,AGARWAL DUPLEX BOARD MILLS LTD.,Active,RoC-Delhi,19052,Company limited by Shares,Non-govt company,Public,01 September 1984,"37 years, 6 month, 23 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
L99999DL1986PLC307282,RUNEECHA TEXTILES LIMITED,Under Liquidation,RoC-Delhi,307282,Company limited by Shares,Non-govt company,Public,03 January 1986,"36 years, 2 month, 21 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
L99999DL1994PLC058040,KEDIA INFOTECH LIMITED,Active,RoC-Delhi,58040,Company limited by Shares,Non-govt company,Public,23 March 1994,"28 years, 0 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
L99999DL1997PLC090978,TCNS CLOTHING CO. LIMITED,Active,RoC-Delhi,90978,Company limited by Shares,Non-govt company,Public,03 December 1997,"24 years, 3 month, 21 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99000DL2000PTC105915,CLEAN FUELS PRIVATE LIMITED,Active,RoC-Delhi,105915,Company limited by Shares,Non-govt company,Private,26 May 2000,"21 years, 9 month, 29 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99000DL2007PTC167812,TAJ MAHAL DESIGNER HOTELS PRIVATE LIMITED,Active,RoC-Delhi,167812,Company limited by Shares,Non-govt company,Private,06 September 2007,"14 years, 6 month, 18 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",2
U99000DL2009PTC193252,INDIA EURASIA FORUM FOR ECONOMIC COOPERATION,Active,RoC-Delhi,193252,Company Limited by Guarantee,Non-govt company,Private,17 August 2009,"12 years, 7 month, 7 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",50
U99000DL2014PTC269808,JENEXT WEB SOLUTIONS PRIVATE LIMITED,Active,RoC-Delhi,269808,Company limited by Shares,Non-govt company,Private,01 August 2014,"7 years, 7 month, 23 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99000DL2015PTC284744,RAYYAN HEIGHT PRIVATE LIMITED,Active,RoC-Delhi,284744,Company limited by Shares,Non-govt company,Private,01 September 2015,"6 years, 6 month, 23 days","Extra territorial organizations and bodies [Includes the activities of international organisations such as the United Nations and its agencies, regional bodies etc., IMF, World Bank, European Commission, OPEC etc.]
Click here to see other companies involved in same activity.",-
U99999DL1901PLC000140,THE MASONIC FRATERNITY OF NEW DELHI,Active,RoC-Delhi,140,Company Limited by Guarantee,Non-govt company,Public,01 January 1901,"121 years, 2 month, 23 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",389
U99999DL1901PLC003032,YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF INDIA.,Active,RoC-Delhi,3032,Company Limited by Guarantee,Non-govt company,Public,01 January 1901,"121 years, 2 month, 23 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",12
U99999DL1909NPL000397,NEW DELHI YOUNG MEN'S CHRISTIAN ASSOCIATION,Active,RoC-Delhi,397,Company Limited by Guarantee,Non-govt company,Public,09 September 1909,"112 years, 6 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",464
