CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U99999DL1997PTC090329,SANA HERBALS PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,21-10-1997,Delhi,2400000.0,1595240.0,99999,Extraterritorial organizations and bodies,238 F.I.E. PATPARGANJ INDUSTRIAL AREA   ,ROC DELHI,csharun@gmail.com,31-03-2019,31-03-2019
U99999DL1997PTC090371,MAJESTIC OVERSEAS PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,23-10-1997,Delhi,10000000.0,10000000.0,99999,Extraterritorial organizations and bodies,"Flat No. 68, Ground FloorMandakini Enclave, Alalhnanda  ",ROC DELHI,drakumar2011@gmail.com,31-03-2019,31-03-2019
U99999DL1997PTC090680,MACTROL-MOTION CONTROL PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,13-11-1997,Delhi,7500000.0,7446000.0,99999,Extraterritorial organizations and bodies,"T-3, IIIRD FLOOR, KRISHNA PLAZA, BLOCK BMAYUR VIHAR II, ND  ",ROC DELHI,accounts@mactrol.org,31-03-2019,31-03-2019
U99999DL1997PTC090893,PRG SYSTEMS (INDIA) PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,27-11-1997,Delhi,2500000.0,300200.0,99999,Extraterritorial organizations and bodies,"Shop A-8, Road No. 64, Anand Gram RoadTaharpur, Shahdara  ",ROC DELHI,systemsprg@gmail.com,31-03-2019,31-03-2019
U99999DL1997PTC091150,WALTON MOTOR FINANCE PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,15-12-1997,Delhi,5000000.0,3862000.0,99999,Extraterritorial organizations and bodies,"156 KAPIL VIHAR,PITAMPURA,DELHI-34   ",ROC DELHI,waltongroups@gmail.com,31-03-2019,31-03-2019
U99999DL1997PTC091305,SRISHTI IMPEX PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-12-1997,Delhi,7500000.0,2707860.0,99999,Extraterritorial organizations and bodies,"B-2A/116,Janak puri   ",ROC DELHI,srishtiimpex8@gmail.com,31-03-2019,31-03-2019
U99999DL1997PTC175536,PUBLIC CLOTHINGS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,24-06-1997,Delhi,65000000.0,59989730.0,99999,Extraterritorial organizations and bodies,F-155 SAINIK FARMS   ,ROC DELHI,kkmodi@modiinternational.com,31-03-2019,31-03-2019
U99999DL1998PLC095297,AMAZING RESEARCH LABORATORIES LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,31-07-1998,Delhi,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"B-8, Laxmi Tower, LSC,Saraswati Vihar, Delhi-110034  ",ROC DELHI,cs@akums.net,31-03-2019,31-03-2019
U99999DL1998PTC093685,GCF SHIPPING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-05-1998,Delhi,1000000.0,250000.0,99999,Extraterritorial organizations and bodies,"218-A, SANT NAGAREAST OF KAILASH  ",ROC DELHI,kuldeep@pridel.com,31-03-2018,31-03-2018
U99999DL1998PTC093893,BUSINESS ENVIRONMENT ASSESSMENTS (INDIA) PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,18-05-1998,Delhi,2500000.0,1970600.0,99999,Extraterritorial organizations and bodies,"K-4, OLD RANGPURI ROADMAHIPAL PUR  ",ROC DELHI,office.jagia@gmail.com,31-03-2019,31-03-2019
U99999DL1998PTC094089,COSTER INDIA PACKAGING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,26-05-1998,Delhi,7500000.0,6211700.0,99999,Extraterritorial organizations and bodies,"3/12, IInd Floor, Asaf Ali Road,New Delhi  ",ROC DELHI,sareen@costerindia.com,31-03-2019,31-03-2019
U99999DL1998PTC094135,BICHHONNA BEDDING COMPANY PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,28-05-1998,Delhi,3000000.0,3000000.0,99999,Extraterritorial organizations and bodies,"KH No. 3/12/3, Shiv Vihar, Vikas NagarUttam Nagar  ",ROC DELHI,bichhonna@rediffmail.com,31-03-2019,31-03-2019
U99999DL1998PTC094191,UNITED COMPOSHEETS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-06-1998,Delhi,10000000.0,10000000.0,99999,Extraterritorial organizations and bodies,"KH. NO. 122/16/2 1ST FLOOR, SANT NAGAR, VILLAGEBURARI LANDMARK OPP RAJDHANI PUBLIC SCHOOL  ",ROC DELHI,gauravtyagi@unitedcomposheet.com,31-03-2019,31-03-2019
U99999DL1998PTC095261,K.S. COMMODITIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-07-1998,Delhi,50000000.0,29769230.0,99999,Extraterritorial organizations and bodies,"719, INDRA PRAKASH BUILDING,21, BARAKHAMBA ROAD,  ",ROC DELHI,mail@ksc.co.in,31-03-2019,31-03-2019
U99999DL1998PTC095382,ACCLAIMED HOUSING AND CONSTRUCTIONSPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,04-08-1998,Delhi,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"B-14, VASANT MARG,VASANT VIHAR  ",ROC DELHI,ahc.pvt@yahoo.com,31-03-2019,31-03-2019
U99999DL1998PTC095909,KLASSIQUE ALLIED SERVICES PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,02-09-1998,Delhi,500000.0,447500.0,99999,Extraterritorial organizations and bodies,"No-4, C.S.C,DDA Market Pocket N,  ",ROC DELHI,klassiquealliedservices@yahoo.com,31-03-2019,31-03-2019
U99999DL1998PTC095931,AMKAP MARKETING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-09-1998,Delhi,20000000.0,19477500.0,99999,Extraterritorial organizations and bodies,"D-28,KAMLA NAGAR,  ",ROC DELHI,amkap_rbly@yahoo.co.in,31-03-2019,31-03-2019
U99999DL1998PTC096437,AFRIK FARMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,24-09-1998,Delhi,10000000.0,10000000.0,99999,Extraterritorial organizations and bodies,"HOUSE NO. 13, SECOND FLOOR, ROAD NO. 18EAST PUNJABI BAGH  ",ROC DELHI,minilobana@rediffmail.com,31-03-2019,31-03-2019
U99999DL1998PTC096798,MMR SECURITIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-10-1998,Delhi,3000000.0,100000.0,99999,Extraterritorial organizations and bodies,"B-5/25, SAFDARJUNG ENCLAVE   ",ROC DELHI,mparora@yahoo.com,31-03-2019,31-03-2019
U99999DL1998PTC096895,INDO COSMESI PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-11-1998,Delhi,5000000.0,4051000.0,99999,Extraterritorial organizations and bodies,"E-178,EAST OF KAILASH,  ",ROC DELHI,accounts@ncmltd.net,31-03-2019,31-03-2019
U99999DL1998PTC097004,MASS BIOMEDICALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-11-1998,Delhi,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"A-6/214,LOCAL SHOPPING CENTREPASCHIM VIHARNEW DELHI  ",ROC DELHI,sales@massbiomedicals.com,31-03-2019,31-03-2019
U99999DL1998PTC097697,MALIK PROJECTS COMPANY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-12-1998,Delhi,2000000.0,1440500.0,99999,Extraterritorial organizations and bodies,"328,MAIN BAZAR DELHI GATE   ",ROC DELHI,nayabmalik83@gmail.com,31-03-2019,31-03-2019
U99999DL1998PTC097736,PFORE INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,31-12-1998,Delhi,500000.0,100000.0,99999,Extraterritorial organizations and bodies,"S-15, OKHLAPHASE-II,  ",ROC DELHI,contact@servelindia.in,31-03-2018,31-03-2018
U99999DL1999PLC099468,HITECH COMVISION LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,23-04-1999,Delhi,105000000.0,42686000.0,99999,Extraterritorial organizations and bodies,"16B/9, D.B. GUPTA ROAD, DEV NAGAR,KAROL BAGH  ",ROC DELHI,anjana919@rediffmail.com,31-03-2019,31-03-2019
U99999DL1999PLC100648,BALAJI JEWELLERS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,13-07-1999,Delhi,12500000.0,12214000.0,99999,Extraterritorial organizations and bodies,"1131/31,II,FLOOR,CHANDHNI CHOWK   ",ROC DELHI,info@pkverma.com,31-03-2019,31-03-2019
U99999DL1999PLC102277,TDI INFRATECH LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,03-11-1999,Delhi,500000000.0,500000000.0,99999,Extraterritorial organizations and bodies,10SHAHEED BHAGAT SINGH MARG  ,ROC DELHI,masterdata_rst@yahoo.co.in,31-03-2018,31-03-2018
U99999DL1999PLC102626,SPA CAPITAL ADVISORS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,01-12-1999,Delhi,30000000.0,37248500.0,99999,Extraterritorial organizations and bodies,25 C-BLOCK COMMUNITY CENTREJANAK PURI   ,ROC DELHI,legal@spacapital.com,31-03-2019,31-03-2019
U99999DL1999PTC098395,IN-N-OUT HIGHWAY MOTEL PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,15-02-1999,Delhi,5000000.0,100000.0,99999,Extraterritorial organizations and bodies,"4-A, RAJ NARAIN MARG,CIVIL LINES  ",ROC DELHI,secretarial@usgtechsolutions.com,31-03-2019,31-03-2019
U99999DL1999PTC098748,VALUE ADVISORY SERVICES (PVT) LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,09-03-1999,Delhi,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,"12, C.C.3 ROAD,SAINIK FARMS  ",ROC DELHI,valueadvisoryservices@gmail.com,31-03-2019,31-03-2019
U99999DL1999PTC098825,INTER-STOFF LEASING AND FINANCE PVT.LTD.  ,ACTV,Private,Company limited by Shares,Non-govt company,12-03-1999,Delhi,2500000.0,1392000.0,99999,Extraterritorial organizations and bodies,"FF-07,1STFLOOR,VASANT SQUARE MALLVASANT KUNJ  ",ROC DELHI,interstoff@hotmail.com,31-03-2019,31-03-2019
U99999DL1999PTC099016,CYPRESS SOFTWARE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,26-03-1999,Delhi,3000000.0,2234100.0,99999,Extraterritorial organizations and bodies,A-467 Gali No.2Khasra No. 262 Meet Nagar  ,ROC DELHI,rajkumarsingh12345@yahoo.com,31-03-2019,31-03-2019
U99999DL1999PTC099762,PRESTHA TELELINKS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-05-1999,Delhi,50000000.0,50000000.0,99999,Extraterritorial organizations and bodies,C-483YOJNA VIHAR  ,ROC DELHI,presthatelelinkspvtltd@gmail.com,31-03-2018,31-03-2018
U99999DL1999PTC099956,ASIAN VINYL MANUFACTURING INDUSTRIESPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,26-05-1999,Delhi,10000000.0,10000000.0,99999,Extraterritorial organizations and bodies,"755/23 JOSHI ROAD,KAROL BAGH,NEW DELHI  ",ROC DELHI,jpuppal2009@gmail.com,31-03-2019,31-03-2019
U99999DL1999PTC100001,INTERFACE EDUCATION PROGRAM (INDIA)PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,31-05-1999,Delhi,2500000.0,100000.0,99999,Extraterritorial organizations and bodies,"80 B,POCKET-A,HARIHAR APARTMENTSPJASE-II  ",ROC DELHI,VINITARORA1709@GMAIL.COM,31-03-2018,31-03-2018
U99999DL1999PTC100445,DHRUV MEDICOS PVT. L TD.   ,ACTV,Private,Company limited by Shares,Non-govt company,29-06-1999,Delhi,10000000.0,6634720.0,99999,Extraterritorial organizations and bodies,"78, BASEMENT , GROUNDFLOOR & 1ST FLOORPATPARGANJ INDUSTRIAL AREA  ",ROC DELHI,jkmanocha@yahoo.com,31-03-2019,31-03-2019
U99999DL1999PTC100685,STEELFABS CONSOLIDATED PVT.LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,15-07-1999,Delhi,33000000.0,32071250.0,99999,Extraterritorial organizations and bodies,S-15 PANCHSHEELA PARKNEW DELHI   ,ROC DELHI,nirbhaykumar77@gmail.com,31-03-2019,31-03-2019
U99999DL1999PTC101956,SUVIDHA DISCOUNT MART PRIVATE LIMITED.   ,ACTV,Private,Company limited by Shares,Non-govt company,13-10-1999,Delhi,5000000.0,1451600.0,99999,Extraterritorial organizations and bodies,"J-63, SECOND FLOORRBI COLONY, PASCHIM VIHAR  ",ROC DELHI,vkg6363@gmail.com,31-03-2019,31-03-2019
U99999DL1999PTC102597,PISCES COMMUNICATIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-11-1999,Delhi,2000000.0,1673000.0,99999,Extraterritorial organizations and bodies,F 218PRASHANT VIHAR   ,ROC DELHI,piscescomm@gmail.com,31-03-2019,31-03-2019
U99999DL1999PTC102899,SRI VENKATESWARA ELECTRICAL CONTRACTORSAND ENGINEERS PRIVATE LTD.  ,ACTV,Private,Company limited by Shares,Non-govt company,20-12-1999,Delhi,500000.0,368000.0,99999,Extraterritorial organizations and bodies,"M-15, Back side, Ground Floor,Kirti Nagar  ",ROC DELHI,mittalassociates@live.com,31-03-2019,31-03-2019
U99999DL2000PLC103782,CICO TECHNOLOGIES LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,15-02-2000,Delhi,20000000.0,15642930.0,99999,Extraterritorial organizations and bodies,"C-44/2, 1st & 2nd Floor, OKHLA INDUSTRIAL AREAPHASE-II  ",ROC DELHI,cs@cicogroup.com,31-03-2019,31-03-2019
U99999DL2000PLC104573,SVAM ONLINE.COM LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,22-03-2000,Delhi,10000000.0,7395000.0,99999,Extraterritorial organizations and bodies,"377, SAJAN NIWAS, VIPIN GARDENMAIN NAJAFGARH ROAD,  ",ROC DELHI,moku2581@gmail.com,31-03-2019,31-03-2019
U99999DL2000PLC104642,CYBERSYS INFOTECH LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,23-03-2000,Delhi,100000000.0,75000000.0,99999,Extraterritorial organizations and bodies,DD8 S-4KALKAJI EXTENSION   ,ROC DELHI,rahul@cybersysinfotech.com,31-03-2017,31-03-2017
U99999DL2000PLC105237,TODAYS NEWS NETWORKS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,17-04-2000,Delhi,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"TEWARI HOUSE, 11-B/8,PUSA ROAD  ",ROC DELHI,todays2000@yahoo.com,31-03-2019,31-03-2019
U99999DL2000PLC105960,SINDHUKHARAN KNIT FAB LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,30-05-2000,Delhi,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"TRIBHUVAN COMPLEX.ISHWAR NAGAR10TH MILESTONE.DELHI MATHURA ROAD,  ",ROC DELHI,skfltd@yahoo.com,31-03-2019,31-03-2019
U99999DL2000PTC103838,SALOME EXPORTS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-02-2000,Delhi,200000.0,102000.0,99999,Extraterritorial organizations and bodies,"S-15, PANCHSHEEL PARK   ",ROC DELHI,grparveen@yahoo.com,31-03-2019,31-03-2019
U99999DL2000PTC103840,GRAND REAL ESTATE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-02-2000,Delhi,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"Room No. 4, Building No. 4, F-2/1Khanpur extension, New Delhi - 110062  ",ROC DELHI,secretarialgroup49@gmail.com,31-03-2019,31-03-2019
U99999DL2000PTC104002,GARG DATA INFORMATION PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-02-2000,Delhi,30000000.0,2600000.0,99999,Extraterritorial organizations and bodies,"D-21,GULMOHAR PARK,  ",ROC DELHI,pskaswan@gdiindia.com,31-03-2019,31-03-2019
U99999DL2000PTC104602,SINGHAL THERMOPACK PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,22-03-2000,Delhi,1500000.0,1360000.0,99999,Extraterritorial organizations and bodies,E-181EAST AZAD NAGAR  ,ROC DELHI,singhalthermopack@gmail.com,31-03-2019,31-03-2019
U99999DL2000PTC105234,KISAN DNET INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-04-2000,Delhi,3500000.0,1494500.0,99999,Extraterritorial organizations and bodies,"3359,AMBA HOUSEHAUZ QAZI  ",ROC DELHI,expertroc1@gmail.com,31-03-2019,31-03-2019
U99999DL2000PTC105641,MINDTRAC.COM (INDIA) PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-05-2000,Delhi,1000000.0,501000.0,99999,Extraterritorial organizations and bodies,THE GREAT EASTEARN CENTRE 70NAHRU PL;ACE N D-19   ,ROC DELHI,subirsaha235@gmail.com,31-03-2019,31-03-2019
U99999DL2000PTC105644,ORIENT COLOUR CHEM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-05-2000,Delhi,2200000.0,2200000.0,99999,Extraterritorial organizations and bodies,SANDEEP BHATIA A-170NEW FRIENDS COLONY  ,ROC DELHI,sandeep_exotic@hotmail.com,31-03-2019,31-03-2019
U99999DL2000PTC106451,BUFFALO NETWORKS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-06-2000,Delhi,2500000.0,611670.0,99999,Extraterritorial organizations and bodies,"M-130, First FloorGreater Kailash Part-II  ",ROC DELHI,info.compliance12@gmail.com,31-03-2019,31-03-2019
U99999DL2000PTC106829,SSS SPORTS INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-07-2000,Delhi,5000000.0,100000.0,99999,Extraterritorial organizations and bodies,"103, ASHOKA ESTATE,BARAKHAMBA ROAD,  ",ROC DELHI,SHAHID@RSHIN.COM,31-03-2008,31-03-2008
U99999DL2000PTC106932,BEST POWER EQUIPMENTS INDIA PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,27-07-2000,Delhi,100000000.0,91375000.0,99999,Extraterritorial organizations and bodies,"812-A, 8TH FLOORSHAKUNTLA, 59, NEHRU PLACE  ",ROC DELHI,umesh@bpe.co.in,31-03-2019,31-03-2019
U99999DL2000PTC107719,GULSHAN FINLEASE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-09-2000,Delhi,2500000.0,2252000.0,99999,Extraterritorial organizations and bodies,"A-12, SWASTHYA VIHAR,VIKAS MARG,   ",ROC DELHI,akfriends38@yahoo.co.in,31-03-2019,31-03-2019
U99999DL2000PTC152990,BERRY MILLS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-08-2000,Delhi,10000000.0,3999000.0,99999,Extraterritorial organizations and bodies,"B1/479, GROUND FLOORJANAKPURI  ",ROC DELHI,jsudawat@gmail.com,31-03-2019,31-03-2019
U99999DL2000PTC182606,CYBER INFODEV PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-03-2000,Delhi,10000000.0,4450400.0,99999,Extraterritorial organizations and bodies,"C/O BANARSI DAS SACHDEVA1397, FIRST FLOOR, DR. MUKHERJEE NAGAR  ",ROC DELHI,info@drishtee.in,31-03-2019,31-03-2019
U99999DL2001PLC110319,PANEM COAL MINES LTD   ,ACTV,Public,Company limited by Shares,Non-govt company,04-04-2001,Delhi,50000000.0,50000000.0,99999,Extraterritorial organizations and bodies,3RD FLOOR  6 POORVI MARGVASANT VIHAR   ,ROC DELHI,delhiemta.coal.ltd@gmail.com,31-03-2018,31-03-2018
U99999DL2001PLC110396,INDIA EXPOSITION MART LTD   ,ACTV,Public,Company limited by Shares,Non-govt company,12-04-2001,Delhi,1000000000.0,370000000.0,99999,Extraterritorial organizations and bodies,"PLOT NO. 1, 210 ATLANTIC PLAZALOCAL SHOPPING CENTRE, MAYUR VIHAR PHASE-1  ",ROC DELHI,cs@indiaexpocentre.com,31-03-2019,31-03-2019
U99999DL2001PTC109416,VARDHMAN SAREES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-01-2001,Delhi,500000.0,342000.0,99999,Extraterritorial organizations and bodies,"A1/166-167, GRROUND FLOOR,SECTOR 11, ROHINI  ",ROC DELHI,jshriyans@gmail.com,31-03-2019,31-03-2019
U99999DL2001PTC110274,VSERV INSURANCE SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-04-2001,Delhi,3650000.0,3620000.0,99999,Extraterritorial organizations and bodies,"Flat No-706 ,Gandhi Ashram, C.G.H.S,Plot No-9 Sector-10,Dwarka  ",ROC DELHI,harpreet.singh@vservgroup.com,31-03-2019,31-03-2019
U99999DL2001PTC110275,VSERV CAPITAL SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-04-2001,Delhi,8200000.0,8138000.0,99999,Extraterritorial organizations and bodies,"Flat No-706 ,Gandhi Ashram, C.G.H.S,Plot No-9 Sector-10,Dwarka  ",ROC DELHI,harpreet.singh@vservgroup.com,31-03-2019,31-03-2019
U99999DL2001PTC110279,ATLANTIC APPLIANCES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-04-2001,Delhi,200000.0,100010.0,99999,Extraterritorial organizations and bodies,A-33 L G F  RING ROADRAJOURI GARDEN   ,ROC DELHI,kbansal94@gmail.com,31-03-2019,31-03-2019
U99999DL2001PTC110324,APPLECT LEARNING SYSTEMS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,04-04-2001,Delhi,382500000.0,250331312.0,99999,Extraterritorial organizations and bodies,A-221 Basemenet & Ground FloorOkhla Industrial Area Phase-I  ,ROC DELHI,pavan.chauhan@meritnation.com,31-03-2019,31-03-2019
U99999DL2001PTC110343,SHABDA INFORMATICS COM PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,09-04-2001,Delhi,200000.0,100000.0,99999,Extraterritorial organizations and bodies,"R-9, SECOND FLOORGREEN PARK EXTN.  ",ROC DELHI,shabdainformatics@gmail.com,31-03-2019,31-03-2019
U99999DL2001PTC110354,JMS STORES PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,10-04-2001,Delhi,2600000.0,950000.0,99999,Extraterritorial organizations and bodies,Shop No 1 Bhim Singh ComplexMain Tajpur Road Badarpur Border  ,ROC DELHI,surindersinghbedi7@gmail.com,31-03-2019,31-03-2019
U99999DL2001PTC110355,GARUD HOMO-CLEANSE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-04-2001,Delhi,500000.0,480000.0,99999,Extraterritorial organizations and bodies,5/285MOHALLA SARAISHAHDARA  ,ROC DELHI,sachinsinghal1@rediffmail.com,31-03-2018,31-03-2018
U99999DL2001PTC110407,ACCESS HOME LINEN PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,16-04-2001,Delhi,6000000.0,5510000.0,99999,Extraterritorial organizations and bodies,"H-1580Ground Floor, C. R. Park  ",ROC DELHI,adamyag@gmail.com,31-03-2019,31-03-2019
U99999DL2001PTC110426,C MAIL INFOTECH PVT. LTD.   ,ACTV,Private,Company limited by Shares,Non-govt company,17-04-2001,Delhi,2000000.0,1900000.0,99999,Extraterritorial organizations and bodies,H-57 CONNAUGHT CIRCUSNEW DELHI-1   ,ROC DELHI,accounts@hansuttam.com,31-03-2018,31-03-2018
U99999DL2001PTC110449,COMPETENT HITECH SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,17-04-2001,Delhi,100000.0,100000.0,99999,Extraterritorial organizations and bodies,118/7GAUTAM NAGAR NEW DELHI  ,ROC DELHI,HST_ENTERPRISES@REDIFFMAIL.COM,31-03-2019,31-03-2019
U99999DL2001PTC110456,DYNAMIC VERTICAL SOFTWARE PRIVATELIMITED.  ,ACTV,Private,Company limited by Shares,Non-govt company,18-04-2001,Delhi,60000000.0,59439870.0,99999,Extraterritorial organizations and bodies,"C-1/59,LGF,SAFDURJUNG DEVELOPMENT AREA  ",ROC DELHI,nagpal.rakhee@gmail.com,31-03-2019,31-03-2019
